Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.8701642009, 2.35049797186;"{""type"": ""Point"", ""coordinates"": [2.350497971863092, 48.87016420090056, 0.0]}";1.0;45100.0;22198.0;90.0;Bonne Nouvelle;BONNE NOUVELLE;Bonne Nouvelle;2211.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108047;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;652356.549;6863544.515
48.8701642009, 2.35049797186;"{""type"": ""Point"", ""coordinates"": [2.350497971863092, 48.87016420090056, 0.0]}";2.0;45100.0;21933.0;91.0;Bonne Nouvelle;BONNE NOUVELLE;Bonne Nouvelle;2240.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-108047;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;652356.549;6863544.515
48.8794817719, 2.38911580738;"{""type"": ""Point"", ""coordinates"": [2.389115807376888, 48.87948177191293, 0.0]}";3.0;42369.0;24686.0;93.0;Botzaris;BOTZARIS;Botzaris;2362.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-117033;7b;METRO;M7b;3.0;110.0;RATP;0.0;1.0;0.0;655197.272;6864557.96
48.8523154274, 2.38937812792;"{""type"": ""Point"", ""coordinates"": [2.389378127918613, 48.85231542739917, 0.0]}";5.0;42374.0;22442.0;98.0;Rue des Boulets;RUE DES BOULETS;Rue des Boulets;2233.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109079;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;655193.15;6861537.115
48.8686959778, 2.34072072367;"{""type"": ""Point"", ""coordinates"": [2.340720723674097, 48.868695977842876, 0.0]}";8.0;45101.0;22033.0;104.0;Bourse;BOURSE;Bourse;2063.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103055;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;651638.004;6863387.203
48.8539426071, 2.28933453277;"{""type"": ""Point"", ""coordinates"": [2.289334532766542, 48.85394260711305, 0.0]}";13.0;45340.0;22179.0;75.0;Bir-Hakeim (Grenelle);BIR-HAKEIM (GRENELLE);Bir-Hakeim;2145.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106075;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;647853.859;6861779.46
48.895454673, 2.4253268888;"{""type"": ""Point"", ""coordinates"": [2.425326888802467, 48.89545467304617, 0.0]}";16.0;42344.0;22014.0;80.0;Bobigny-Pantin (Raymond Queneau);BOBIGNY-PANTIN (RAYMOND QUENEAU);Bobigny-Pantin - Raymond Queneau;2121.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105041;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;657865.899;6866314.133
48.892082786, 2.28500950275;"{""type"": ""Point"", ""coordinates"": [2.285009502746195, 48.89208278597479, 0.0]}";22.0;42195.0;22036.0;16.0;Anatole France;ANATOLE FRANCE;Anatole France;2051.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103079;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;647574.914;6866023.212
48.8828686476, 2.34413063372;"{""type"": ""Point"", ""coordinates"": [2.344130633722553, 48.88286864756839, 0.0]}";23.0;42210.0;22123.0;21.0;Anvers;ANVERS;Anvers;2038.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102059;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;651901.225;6864961.023
48.8534369623, 2.36873657263;"{""type"": ""Point"", ""coordinates"": [2.368736572626169, 48.853436962301636, 0.0]}";35.0;42288.0;22010.0;55.0;Bastille;BASTILLE;Bastille;2106.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105071;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;653679.521;6861673.73
48.8534394276, 2.36951356952;"{""type"": ""Point"", ""coordinates"": [2.369513569519206, 48.85343942757558, 0.0]}";36.0;42288.0;22097.0;56.0;Bastille;BASTILLE;Bastille;2205.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-105071;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;653736.536;6861673.549
48.8792141342, 2.30352872537;"{""type"": ""Point"", ""coordinates"": [2.303528725370108, 48.879214134245586, 0.0]}";44.0;42771.0;22121.0;218.0;Courcelles;COURCELLES;Courcelles;2045.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102073;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;648920.138;6864580.164
48.8690911629, 2.38054258599;"{""type"": ""Point"", ""coordinates"": [2.380542585989343, 48.86909116292499, 0.0]}";45.0;42772.0;22126.0;220.0;Couronnes;COURONNES;Couronnes;2031.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102045;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;654559.454;6863407.492
48.8342929805, 2.33285230996;"{""type"": ""Point"", ""coordinates"": [2.332852309960891, 48.8342929804732, 0.0]}";57.0;42835.0;22158.0;237.0;Denfert-Rochereau;DENFERT-ROCHEREAU;Denfert-Rochereau;2136.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-297;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;651028.503;6859566.764
48.8390411437, 2.38962001134;"{""type"": ""Point"", ""coordinates"": [2.389620011336723, 48.839041143700065, 0.0]}";58.0;42869.0;22182.0;244.0;Dugommier;DUGOMMIER;Dugommier;2127.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106039;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;655199.49;6860061.002
48.850434549, 2.29361243991;"{""type"": ""Point"", ""coordinates"": [2.293612439913189, 48.85043454902951, 0.0]}";59.0;42871.0;22171.0;245.0;Dupleix;DUPLEIX;Dupleix;2144.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106073;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;648164.259;6861386.582
48.851812133, 2.40102227052;"{""type"": ""Point"", ""coordinates"": [2.401022270517142, 48.851812133001964, 0.0]}";69.0;42410.0;25084.0;121.0;Buzenval;BUZENVAL;Buzenval;2231.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109083;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;656047.145;6861474.608
48.8758906819, 2.34412603046;"{""type"": ""Point"", ""coordinates"": [2.344126030464426, 48.87589068189371, 0.0]}";70.0;42414.0;22390.0;122.0;Cadet;CADET;Cadet;2176.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107049;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;651894.442;6864185.122
48.8679053449, 2.31354554995;"{""type"": ""Point"", ""coordinates"": [2.313545549946741, 48.86790534489709, 0.0]}";76.0;42531.0;22090.0;144.0;Champs-Élysées-Clémenceau;CHAMPS-ELYSEES-CLEMENCEAU;Champs-Elysées-Clémenceau;2009.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101063;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;649643.831;6863316.278
48.8676021452, 2.31389412912;"{""type"": ""Point"", ""coordinates"": [2.31389412911847, 48.86760214521369, 0.0]}";77.0;42531.0;22093.0;145.0;Champs-Élysées-Clémenceau;CHAMPS-ELYSEES-CLEMENCEAU;Champs-Elysées-Clémenceau;2339.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-101063;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649669.108;6863282.343
48.8751498197, 2.29590490608;"{""type"": ""Point"", ""coordinates"": [2.295904906076515, 48.875149819735626, 0.0]}";80.0;58759.0;22086.0;152.0;Charles De Gaulle-Étoile;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;2006.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;C01371;1;1.0;1-337;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;648356.985;6864133.201
48.8465346367, 2.28599922342;"{""type"": ""Point"", ""coordinates"": [2.285999223421597, 48.84653463673933, 0.0]}";83.0;42557.0;21986.0;155.0;Charles Michels;CHARLES MICHELS;Charles Michels;2272.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110043;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;647601.685;6860957.977
48.8444563946, 2.44043997806;"{""type"": ""Point"", ""coordinates"": [2.440439978057246, 48.844456394569114, 0.0]}";85.0;42582.0;22104.0;160.0;Château de Vincennes;CHATEAU DE VINCENNES;Château de Vincennes;2024.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M1;0;0;0;A01534;;1;1.0;1-101033;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;658933.762;6860635.494
48.8549363766, 2.34732131573;"{""type"": ""Point"", ""coordinates"": [2.347321315727239, 48.854936376552644, 0.0]}";99.0;42640.0;22150.0;188.0;Cité;CITE;Cité;2088.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104055;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652109.539;6861853.227
48.8776101874, 2.37081139531;"{""type"": ""Point"", ""coordinates"": [2.370811395312745, 48.87761018741785, 0.0]}";101.0;42732.0;22120.0;195.0;Colonel Fabien;COLONEL FABIEN;Colonel Fabien;2033.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102049;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;653853.181;6864360.393
48.8662858046, 2.32294341224;"{""type"": ""Point"", ""coordinates"": [2.322943412243542, 48.866285804583875, 0.0]}";103.0;45676.0;22085.0;199.0;Concorde;CONCORDE;Concorde;2010.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101061;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;650331.668;6863130.246
48.866818369, 2.32208284869;"{""type"": ""Point"", ""coordinates"": [2.322082848687872, 48.86681836895082, 0.0]}";105.0;45676.0;22096.0;201.0;Concorde;CONCORDE;Concorde;2216.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-101061;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;650269.047;6863190.005
48.8270854489, 2.27941168205;"{""type"": ""Point"", ""coordinates"": [2.279411682050421, 48.82708544889643, 0.0]}";108.0;42759.0;22061.0;210.0;Corentin Celton;CORENTIN-CELTON;Corentin Celton;2325.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112033;12;METRO;M12;3.0;110.0;RATP;899927.0;1.0;0.0;647098.524;6858799.845
48.8753549577, 2.32481828506;"{""type"": ""Point"", ""coordinates"": [2.324818285061554, 48.87535495768347, 0.0]}";109.0;58566.0;22218.0;770.0;Saint-Lazare;SAINT-LAZARE;Saint-Lazare;2341.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-329;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;1.0;650477.826;6864137.489
48.8649166851, 2.39898444025;"{""type"": ""Point"", ""coordinates"": [2.398984440248072, 48.86491668505183, 0.0]}";121.0;43055.0;21950.0;301.0;Gambetta;GAMBETTA;Gambetta;2072.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103037;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;655908.704;6862932.865
48.8574779825, 2.35157756299;"{""type"": ""Point"", ""coordinates"": [2.351577562994996, 48.85747798252934, 0.0]}";127.0;415851.0;22091.0;352.0;Hôtel de Ville;HOTEL DE VILLE;Hôtel de Ville;2015.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101051;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;652424.155;6862133.258
48.8574518326, 2.35100846139;"{""type"": ""Point"", ""coordinates"": [2.351008461394825, 48.857451832642425, 0.0]}";128.0;415851.0;21990.0;353.0;Hôtel de Ville;HOTEL DE VILLE;Hôtel de Ville;2287.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-101051;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;652382.377;6862130.694
48.8638074378, 2.34888065259;"{""type"": ""Point"", ""coordinates"": [2.348880652588476, 48.863807437781254, 0.0]}";130.0;44970.0;22147.0;273.0;Étienne Marcel;ETIENNE-MARCEL;Étienne Marcel;2085.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104049;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652232.086;6862838.669
48.8759910648, 2.35788077193;"{""type"": ""Point"", ""coordinates"": [2.357880771925327, 48.8759910648072, 0.0]}";138.0;43138.0;22148.0;313.0;Gare de l'Est;GARE DE L'EST;Gare de l'Est;2081.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-327;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;1.0;652903.362;6864187.992
48.8460276494, 2.37496291887;"{""type"": ""Point"", ""coordinates"": [2.37496291887346, 48.84602764938302, 0.0]}";141.0;43153.0;22083.0;962.0;Gare de Lyon;GARE DE LYON;Gare de Lyon;2018.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-338;1;METRO;M1;3.0;110.0;RATP;686006.0;1.0;1.0;654129.864;6860846.248
48.8795512844, 2.35699516401;"{""type"": ""Point"", ""coordinates"": [2.356995164008545, 48.87955128443897, 0.0]}";143.0;43233.0;22149.0;318.0;Gare du Nord;GARE DU NORD;Gare du Nord;2080.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-384;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;1.0;652841.632;6864584.394
48.8423274377, 2.32098483563;"{""type"": ""Point"", ""coordinates"": [2.320984835629298, 48.84232743773422, 0.0]}";146.0;43238.0;22157.0;563.0;Montparnasse-Bienvenüe;MONTPARNASSE;Montparnasse Bienvenüe;2334.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-285;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;1.0;650165.083;6860467.533
48.8461236669, 2.27771173983;"{""type"": ""Point"", ""coordinates"": [2.277711739827638, 48.846123666874924, 0.0]}";155.0;45346.0;21972.0;377.0;Javel-André Citroën;JAVEL;Javel-André Citroën;2271.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-315;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;646993.091;6860917.813
48.8153075312, 2.29707779833;"{""type"": ""Point"", ""coordinates"": [2.297077798334658, 48.81530753120822, 0.0]}";167.0;44069.0;22236.0;505.0;Malakoff-Rue Étienne Dolet;MALAKOFF-RUE ÉTIENNE DOLET;Malakoff-Rue Étienne Dolet;2328.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114035;13;METRO;M13;3.0;110.0;RATP;899947.0;1.0;0.0;648383.776;6857478.602
48.8337088491, 2.24384059238;"{""type"": ""Point"", ""coordinates"": [2.243840592379737, 48.83370884910397, 0.0]}";172.0;47021.0;21940.0;513.0;Marcel Sembat;MARCEL SEMBAT;Marcel Sembat;2260.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109025;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;644494.228;6859560.702
48.8668000351, 2.38338325046;"{""type"": ""Point"", ""coordinates"": [2.383383250455203, 48.86680003509802, 0.0]}";175.0;44133.0;22116.0;533.0;Ménilmontant;MENILMONTANT;Ménilmontant;2030.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102043;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;654765.838;6863151.104
48.8478956502, 2.26408203075;"{""type"": ""Point"", ""coordinates"": [2.264082030746222, 48.84789565020842, 0.0]}";177.0;44138.0;21922.0;543.0;Michel Ange-Auteuil;MICHEL-ANGE-AUTEUIL;Michel-Ange-Auteuil;2256.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-110031;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;645994.706;6861124.074
48.8493505536, 2.29830140173;"{""type"": ""Point"", ""coordinates"": [2.298301401728378, 48.84935055362092, 0.0]}";190.0;43566.0;22183.0;422.0;La Motte Picquet-Grenelle;LA MOTTE-PICQUET-GRENELLE;La Motte Picquet Grenelle;2220.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-106071;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;648507.262;6861262.985
48.8580460563, 2.27415463109;"{""type"": ""Point"", ""coordinates"": [2.27415463108692, 48.85804605629201, 0.0]}";191.0;43567.0;21929.0;423.0;La Muette;LA MUETTE;La Muette;2253.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109039;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;646744.237;6862245.856
48.8852161821, 2.37966307748;"{""type"": ""Point"", ""coordinates"": [2.379663077480466, 48.8852161820946, 0.0]}";194.0;45581.0;22012.0;426.0;Laumière;LAUMIERE;Laumière;2116.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105051;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;654509.024;6865200.998
48.8748743434, 2.34019988439;"{""type"": ""Point"", ""coordinates"": [2.34019988438517, 48.87487434337737, 0.0]}";196.0;43656.0;22382.0;443.0;Le Peletier;LE PELETIER;Le Peletier;2175.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107051;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;651605.539;6864074.511
48.8026376907, 2.44692748424;"{""type"": ""Point"", ""coordinates"": [2.446927484242136, 48.802637690718086, 0.0]}";218.0;44067.0;22216.0;499.0;Maisons-Alfort-Les Juilliottes;MAISONS-ALFORT-LES JUILLIOTTES;Maisons-Alfort-Les Juilliottes;2192.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108085;8;METRO;M8;3.0;110.0;RATP;899946.0;1.0;0.0;659377.305;6855982.36
48.8628296728, 2.3368783976;"{""type"": ""Point"", ""coordinates"": [2.336878397596706, 48.862829672789964, 0.0]}";223.0;44236.0;22376.0;619.0;Palais Royal-Musée du Louvre;PALAIS ROYAL-MUSEE DU LOUVRE;Palais Royal-Musée du Louvre;2171.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-101057;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;651350.675;6862737.277
48.842871275, 2.31244751307;"{""type"": ""Point"", ""coordinates"": [2.312447513065986, 48.84287127500633, 0.0]}";226.0;44273.0;22039.0;628.0;Pasteur;PASTEUR;Pasteur;2320.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112043;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;649539.046;6860533.424
48.84267682, 2.31281277347;"{""type"": ""Point"", ""coordinates"": [2.312812773474409, 48.84267681997589, 0.0]}";227.0;44273.0;22166.0;629.0;Pasteur;PASTEUR;Pasteur;2140.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-112043;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;649565.665;6860511.569
48.8489446451, 2.39587943519;"{""type"": ""Point"", ""coordinates"": [2.395879435185689, 48.848944645063824, 0.0]}";236.0;44191.0;21919.0;586.0;Nation;NATION;Nation;2232.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-339;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;655667.333;6861158.644
48.830972673, 2.35558027408;"{""type"": ""Point"", ""coordinates"": [2.35558027407791, 48.83097267298836, 0.0]}";248.0;44371.0;22006.0;652.0;Place d'Italie;PLACE D'ITALIE;Place d'Italie;2101.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M5;0;0;0;A01538;;5;11.0;5-105081;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;652693.782;6859183.727
48.830927241, 2.3561219388;"{""type"": ""Point"", ""coordinates"": [2.356121938797104, 48.8309272410005, 0.0]}";249.0;44371.0;22168.0;653.0;Place d'Italie;PLACE D'ITALIE;Place d'Italie;2132.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-105081;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;652733.503;6859178.351
48.8521672611, 2.33964633593;"{""type"": ""Point"", ""coordinates"": [2.339646335932881, 48.852167261116506, 0.0]}";257.0;58716.0;21978.0;604.0;Odéon;ODEON;Odéon;2280.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-104059;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;651543.823;6861550.009
48.8706417323, 2.33213859959;"{""type"": ""Point"", ""coordinates"": [2.332138599587433, 48.87064173234302, 0.0]}";261.0;42237.0;22195.0;608.0;Opéra;OPERA;Opéra;2214.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108041;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;651010.3;6863608.847
48.8296748438, 2.23079959132;"{""type"": ""Point"", ""coordinates"": [2.230799591317221, 48.82967484383875, 0.0]}";266.0;44481.0;21938.0;671.0;Pont de Sèvres;PONT DE SEVRES;Pont de Sèvres;2262.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M9;0;0;0;A01542;;9;16.0;9-109021;9;METRO;M9;3.0;110.0;RATP;899953.0;1.0;0.0;643532.616;6859121.418
48.8331629295, 2.40144805422;"{""type"": ""Point"", ""coordinates"": [2.401448054218978, 48.83316292950388, 0.0]}";273.0;44512.0;22208.0;686.0;Porte de Charenton;PORTE DE CHARENTON;Porte de Charenton;2197.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108075;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;656062.67;6859400.759
48.819876221, 2.36453195175;"{""type"": ""Point"", ""coordinates"": [2.364531951747296, 48.81987622104988, 0.0]}";274.0;44513.0;22373.0;687.0;Porte de Choisy;PORTE DE CHOISY;Porte de Choisy;2154.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107085;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;653340.972;6857944.605
48.8974022229, 2.34484774875;"{""type"": ""Point"", ""coordinates"": [2.344847748752398, 48.89740222289809, 0.0]}";276.0;44515.0;22141.0;690.0;Porte de Clignancourt;PORTE DE CLIGNANCOURT;Porte de Clignancourt;2075.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M4;0;0;0;A01537;;4;10.0;4-104029;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;651967.223;6866576.641
48.8552362528, 2.36095648866;"{""type"": ""Point"", ""coordinates"": [2.360956488661, 48.855236252795095, 0.0]}";280.0;44881.0;22074.0;777.0;Saint-Paul (le Marais);SAINT-PAUL (LE MARAIS);Saint-Paul;2016.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101049;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;653110.27;6861878.387
48.8724223837, 2.31003834462;"{""type"": ""Point"", ""coordinates"": [2.310038344619937, 48.87242238365101, 0.0]}";281.0;44884.0;21912.0;778.0;Saint-Philippe du Roule;SAINT-PHILIPPE-DU-ROULE;Saint-Philippe du Roule;2247.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109051;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;649390.948;6863820.78
48.846878238, 2.32679278504;"{""type"": ""Point"", ""coordinates"": [2.326792785039299, 48.84687823795213, 0.0]}";282.0;44885.0;22138.0;779.0;Saint-Placide;SAINT-PLACIDE;Saint-Placide;2093.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104065;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650595.649;6860969.886
